X, Y, Z, NX, NY, NZ, IX, IY, IZ, CUTNUM
0.765839035,0.257157148,-0.083795387,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.766166292,0.256084151,-0.083155372,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.76649355,0.255011155,-0.082515358,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.766820808,0.253938158,-0.081875344,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.767148066,0.252865162,-0.081235329,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.767475323,0.251792165,-0.080595315,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.767802581,0.250719168,-0.0799553,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.768129839,0.249646172,-0.079315286,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.768457097,0.248573175,-0.078675271,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.768784354,0.247500178,-0.078035257,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.769111612,0.246427182,-0.077395242,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.76943887,0.245354185,-0.076755228,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.769766128,0.244281189,-0.076115213,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.770093386,0.243208192,-0.075475199,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.770420643,0.242135195,-0.074835184,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.770747901,0.241062199,-0.07419517,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.771075159,0.239989202,-0.073555155,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.771402417,0.238916205,-0.072915141,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.771729674,0.237843209,-0.072275126,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.772056932,0.236770212,-0.071635112,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.77238419,0.235697216,-0.070995097,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.772711448,0.234624219,-0.070355083,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
0.773038705,0.233551222,-0.069715068,0.660147135,-0.225942385,-0.716348936,0.707106781,0.508650051,0.491197644,0
